id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
589292354206369862,Oasis at The Cactus House - Private Yard,48120445,William,,Highland Terrace,37.79404,-122.2377,Entire home/apt,,3,51,2025-08-15,1.23,2,0,19,
589375454003123605,温馨舒适套房,225154137,Angel,,Upper Laurel,37.789436,-122.195465,Private room,216,1,5,2025-08-03,0.12,8,332,2,
590199068425644273,Beautiful spacious home in Maxwell Park,20376444,Casey,,Maxwell Park,37.78066,-122.19236,Entire home/apt,145,5,33,2025-05-29,1.11,1,136,11,
592859680670727678,Double-Bed Room in Boutique Hotel,434182021,Ayana,,Downtown,37.80259,-122.27102,Private room,122,1,147,2025-09-01,3.46,10,80,31,
594197432270391094,Top Floor on Grand-Lakeshore Neighborhood,56874549,Fatima,,Lakeshore,37.81687,-122.24339,Entire home/apt,89,31,7,2025-07-08,0.19,6,333,1,
597879198137337370,Luxurious room+private bathroom,203545415,Fola,,Fruitvale Station,37.771023,-122.2210656,Private room,65,40,0,,,1,89,0,
600700350674668218,Enchanted Place With Whispering Creek And Pond,453358348,Carmen,,Lincoln Highlands,37.804794,-122.195663,Entire home/apt,112,30,172,2025-09-20,4.19,3,361,33,
604506066292515033,Traveler-Professionals-Pet Friendly-WiFi,312429411,Marta,,Eastmont Hills,37.77371,-122.16604,Entire home/apt,152,31,5,2025-09-01,0.13,1,253,2,
604939305436964696,Sunny Oakland Retreat w/ Patio & Cute Garden!,126644773,Evolve,,Shafter,37.83802,-122.26325,Entire home/apt,168,2,6,2022-05-30,0.14,12,260,0,
605226894388738896,Charming Oakland Craftsman hosted by Matt & Erin,2497018,Matthew,,Bushrod,37.85109,-122.26575,Entire home/apt,,2,3,2023-09-27,0.10,1,0,0,
605761710833367053,Charming Queen Bedroom in a Boutique Hotel,434182021,Ayana,,Civic Center,37.80233,-122.26885,Private room,171,1,60,2025-08-17,1.46,10,172,10,
605900060371322541,Cheerful 2 bedroom home.,454473298,Alem,,Shafter,37.83793058083981,-122.26336893559345,Entire home/apt,190,3,89,2025-09-13,2.21,1,345,30,
605954708651117759,A Rockridge oasis steps from the center of it all,133622743,Karen,,Rockridge,37.8477,-122.24809,Entire home/apt,247,7,23,2025-07-20,0.55,1,82,5,
607368316671836624,"Temescal Studio, Walk to BART (1)",26914130,"Carlos,Sierra And Marlene",,Mosswood,37.82531,-122.2621,Entire home/apt,74,45,20,2025-09-15,0.54,1,207,6,
607943512078638236,Top floor duplex with patio-garden,160993219,Sami,,Paradise Park,37.84381,-122.28058,Entire home/apt,185,3,72,2025-09-15,1.92,1,226,21,
608028756159493978,Curated Studio w/ Hot Tub & Outdoor Bath,7512344,Clay,,Oak Tree,37.78257,-122.23138,Entire home/apt,126,1,251,2025-09-07,7.20,1,217,76,
608191644989298096,Garden Cottage in Oakland - New Construction,88769832,Monica,,Allendale,37.78778,-122.2041,Entire home/apt,,90,11,2023-12-12,0.27,1,89,0,
608225490260776308,Relaxing Retreat: One-Bedroom in the Trees,95192296,Teri J,,Piedmont Pines,37.82185,-122.20044,Entire home/apt,166,2,16,2025-08-31,0.40,2,247,5,
608696043041111168,3BR with views of Oakland Hills and Hot Tub,455056310,Charles,,Maxwell Park,37.78458,-122.19493,Entire home/apt,512,3,5,2023-11-25,0.12,1,364,0,
610057828245818292,Luxury 2 Bed 2 Bath with 2 Gorgeous Balcony views,63983782,Maurion,,Oakmore,37.80532,-122.21067,Entire home/apt,,4,16,2024-05-29,0.39,1,0,0,
611519675346193286,Spacious King Bedroom in Boutique Hotel,434182021,Ayana,,Civic Center,37.80261,-122.26898,Private room,178,1,117,2025-09-10,2.86,10,173,11,
611672832978192024,Top shelf piedmont ave home,377338830,Christian,,Piedmont Avenue,37.830303750888106,-122.24827696077047,Entire home/apt,164,2,111,2025-08-23,3.90,1,205,44,
612407255143411801,Private Room in Designer Chic Home,208540719,William,,Cleveland Heights,37.80205,-122.24424,Private room,68,1,11,2025-03-12,0.37,2,269,4,
612561589031395404,Calm and Private Studio with Queen Bed,57680588,Pamela,,Adams Point,37.81031,-122.25846,Entire home/apt,,2,43,2024-08-18,1.07,1,0,0,
613142778602145850,Oakland Oasis: Designer Backyard Cottage,22624708,Josh,,Hoover-Foster,37.82096,-122.27325,Entire home/apt,97,30,0,,,3,358,0,
615247846910530516,Cozy and Convenient in the Heart of Rockridge,1354539,Eve,,Rockridge,37.84106,-122.24942,Entire home/apt,112,2,68,2025-09-18,1.65,1,344,19,
616691505245063977,Bright & Airy Newly Renovated 1 Bed Apt.,5941830,Loren,,Upper Rockridge,37.84541,-122.24425,Entire home/apt,126,2,60,2025-08-10,1.61,2,226,2,
616746051235362754,Charming Entire Studio Apartment in Rockridge,5941830,Loren,,Upper Rockridge,37.84522,-122.24519,Entire home/apt,108,2,90,2025-08-06,2.18,2,232,15,
618264891611087437,Newly Renovated 2 Bedroom Private Apartment Unit 5,326210633,Susan,,Maxwell Park,37.78405,-122.1888,Entire home/apt,100,1,11,2025-02-16,0.29,4,267,2,
620310110213541424,Bay views in peaceful 1-bedroom guest suite,118763629,Drew,,Piedmont Pines,37.82463,-122.19496,Entire home/apt,125,3,28,2025-06-14,0.76,1,24,4,
621756750076373741,Cozy 1-bedroom apartment with patio,534749006,Paul,,Grand Lake,37.815041,-122.24733,Entire home/apt,87,2,50,2025-09-18,1.45,1,102,21,
621805551429503376,Cheery flower room in a Victorian home,457954477,Julia,,Prescott,37.80572,-122.29422,Private room,42,28,7,2025-07-01,0.17,2,327,1,
621833183520562534,Beautiful spacious blue room in a Victorian home,457954477,Julia,,Prescott,37.80604,-122.29598,Private room,55,28,2,2022-08-23,0.05,2,364,0,
623943009400495372,Huge Garden + Historic Home in Diverse Laurel Area,8905144,Robin,,Redwood Heights,37.79222,-122.19008,Entire home/apt,126,31,15,2025-08-02,0.40,1,255,7,
624208786513585816,"Beautiful, sunny one bedroom house!",7900883,Nayomi,,Harrington,37.78327,-122.21564,Entire home/apt,115,14,0,,,1,87,0,
629008529695713004,Family-friendly villa in the Montclair hills,16815213,Vincent,,Merriwood,37.837,-122.20885,Entire home/apt,188,364,5,2023-06-25,0.12,1,364,0,
629125397736310227,Individual ADU Unit w/master suite and Kitchen,11002249,Fei,,Eastmont,37.767,-122.17361,Entire home/apt,55,1,18,2025-07-16,0.44,1,312,5,
629799006010255421,Treehouse retreat with deck in walkable Montclair,9645027,Beth,,Merriwood,37.83460212155798,-122.21349952791385,Entire home/apt,124,14,159,2025-09-13,3.99,3,275,52,
631170666168929719,"+Epic mansion, private room, FAST Wi-Fi, laundry",6722695,Elliot,,Clinton,37.79537,-122.24214,Private room,,28,2,2023-05-19,0.05,28,0,0,
634665598954673198,Modern 2 BR Oakland Victorian near BART and SF,7228235,Simone,,Prescott,37.812317,-122.291878,Entire home/apt,180,4,3,2022-09-07,0.08,1,179,0,
634987283819624187,Sun-Filled Plant-Filled Apt near Lake Merritt,4335997,Shira,,Merritt,37.79603,-122.25679,Entire home/apt,95,45,2,2024-12-31,0.06,2,54,1,
635477885517026503,"*Mansion! FAST Wi-Fi, HUGE kitchen, laundry",6722695,Elliot,,Clinton,37.79478,-122.24193,Private room,,28,10,2024-08-03,0.25,28,0,0,
638522158256830955,Little House on the Hill,201976523,Carlos,,Golf Links,37.76338,-122.16182,Private room,53,2,6,2025-05-17,0.15,2,269,1,
638600657759185153,Stylish Victorian Home with Parking and Garden,10173518,Nancy,,Oak Center,37.810383,-122.286186,Entire home/apt,,2,63,2025-09-02,1.57,4,197,14,
639052904154334501,Beautiful canyon view suite,484037,Janet,,Shepherd Canyon,37.82974,-122.19911,Entire home/apt,149,2,115,2025-09-15,2.90,1,73,27,
639196378223487693,Courtyard Room with Queen Bed in Central Oakland,434182021,Ayana,,Downtown,37.8032,-122.26933,Private room,171,1,101,2025-09-07,2.53,10,174,14,
639207407694684568,Double Queen Bedroom in Boutique Hotel,434182021,Ayana,,Chinatown,37.80101,-122.27068,Private room,163,1,55,2025-08-10,1.39,10,154,11,
639239641881622099,sunshine ☀️,83803255,Anna,,Ralph Bunche,37.810528,-122.276512,Private room,45,28,15,2024-04-27,0.40,4,364,0,
639402868441495043,Light Filled Studio with Private Entrance,607871,Anna,,Highland Terrace,37.79412,-122.23791,Entire home/apt,78,30,18,2024-11-05,0.45,3,298,2,
639988909784370344,Beautiful and Spacious Apartment by the Lake,32659525,Kai,,Clinton,37.7969138,-122.2538576,Entire home/apt,99,14,4,2025-08-22,0.10,2,227,1,
640206771928149430,A Tiny Room on Grizzly Peak!,23299076,Nicole,,Merriwood,37.85139,-122.20861,Entire home/apt,52,2,8,2025-01-06,0.21,3,267,1,
641298823593451855,"2Br1Ba Queen Beds, Full Apt & More By Zoo",60353841,Angelo,,Sequoyah,37.75402,-122.14823,Entire home/apt,98,7,31,2024-08-09,0.78,1,348,0,
641395350182174262,Modern One Bedroom in North Oakland,14847683,Milo,,Longfellow,37.83395,-122.26763,Entire home/apt,111,3,21,2025-08-12,0.55,2,331,4,
642144016813202181,Lovely 1 Bedroom Serviced Studio Downtown Oakland,350221644,Shawn,,San Pablo Gateway,37.80736,-122.27602,Entire home/apt,135,1,0,,,1,365,0,
642701558418135406,Beautifully renovated and stylishly staged studio,174596986,Kimberly,,Prescott,37.8101,-122.29936,Entire home/apt,74,14,34,2025-05-17,0.85,2,140,7,
642701632640029440,Gorgeously renovated and staged studio w/ backyard,174596986,Kimberly,,Prescott,37.80967,-122.29951,Entire home/apt,81,20,36,2025-08-23,0.90,2,355,9,
643741583067734308,Under the Oak - Quiet Rockridge garden house,61468281,Anthony,,Upper Rockridge,37.84119,-122.24699,Entire home/apt,165,7,21,2025-08-01,0.57,1,233,9,
646547618820591790,"Cozy private room  comes with gym ,free parking",461586169,Halima,,Upper Dimond,37.80117,-122.21054,Private room,200,30,0,,,1,365,0,
648402967703545750,Room in a shared home with views and hot tub,36881994,Janette,,Crestmont,37.7978,-122.1805,Private room,136,12,0,,,1,364,0,
649268790803024480,2BR Large Heritage House - Close to all!,3231226,Stephanie,,Gaskill,37.83899,-122.27665,Entire home/apt,150,3,55,2025-08-25,1.39,2,106,13,
651491243546828076,Lovely & Modern 2 bedroom Home with Hot Tub,47796221,Laura,,Longfellow,37.82837,-122.27465,Entire home/apt,190,25,0,,,3,84,0,
653670434190680497,Oakland Private King Room in a Boutique Hotel,434182021,Ayana,,Civic Center,37.80289,-122.26904,Private room,109,1,95,2025-05-18,2.43,10,81,21,
653853557468097187,Cheerful and quiet one bedroom & office craftsmen,4292609,Bryce,,Peralta-Hacienda,37.78787,-122.21481,Entire home/apt,167,7,2,2023-06-25,0.06,1,359,0,
658044978403065351,Cozy Casita Oakland Hills with Private backyard,217316543,Samantha,,Glenview,37.80833373963864,-122.21885973961707,Entire home/apt,107,3,93,2025-09-10,2.43,3,50,39,
658220420230173310,Stylish Bella Vista Flat,26511138,Nora,,Bella Vista,37.79967,-122.23726,Entire home/apt,116,1,63,2025-08-10,1.64,1,303,16,
659003120516186481,3301d - Cozy 2B1B Near HWY Bay Bridge Shops & Food,227225802,Sisley,,Clawson,37.82423,-122.27889,Entire home/apt,88,2,72,2025-08-31,1.84,8,172,25,
659606214466734679,Adorable 1-Bedroom Place,31193573,Trisha,,Eastmont Hills,37.76953,-122.17055,Entire home/apt,,2,22,2023-02-21,0.56,1,0,0,
659691382064422219,Cozy bedroom in West Oakland flat,466663569,Robin,,Prescott,37.80847,-122.3025,Private room,120,2,8,2023-03-26,0.21,1,365,0,
661454585466983137,Your home away from Home (near UC Berkeley/ BART),6742004,Luca,,Santa Fe,37.84361,-122.27311,Entire home/apt,,2,28,2025-01-30,0.78,1,0,2,
662929321739896444,Rare House in the most Quite Place in Oakland,427743859,Bedry,,Sequoyah,37.75934,-122.13557,Entire home/apt,264,3,52,2025-08-31,1.41,1,264,9,
662979988524404558,Kingsland House,166712581,Colm,,Maxwell Park,37.7824313,-122.1927635,Entire home/apt,800,2,0,,,1,263,0,
664683763210860315,Little house on the Hill Master Bedroom,201976523,Carlos,,Eastmont Hills,37.76504,-122.16231,Private room,83,1,5,2025-07-26,0.13,2,179,4,
666779468332961560,Adorable Cottage in Garden Oasis with Hot Tub,24779228,Emily,,Fairview Park,37.85241,-122.25591,Entire home/apt,,2,71,2025-06-17,1.82,2,0,10,
667382504963460434,Adorable Guest Suite in Oakland,13005608,Sally,,Reservoir Hill-Meadow Brook,37.79351,-122.2261,Entire home/apt,63,4,70,2025-07-21,1.80,1,87,18,
667497911749867864,"Sanctuary, beautiful views, private studio, decks",4967600,Maritza Marie,,Lincoln Highlands,37.80556,-122.20135,Entire home/apt,54,7,6,2024-08-27,0.22,1,315,0,
667797426004079542,cheerful villa in the oakland hills bayarea view,468622612,Waled,,Lincoln Highlands,37.80879,-122.19622,Private room,475,2,2,2022-07-31,0.05,1,365,0,
668142340045036996,Tiny House/Studio Oasis where First Tweet was Sent,24779228,Emily,,Fairview Park,37.85058,-122.25687,Entire home/apt,,2,43,2025-05-20,1.12,2,0,7,
668295359672337234,Modern NOBE Studio @ Heart of the Bay Area,20127787,Itoco,,Gaskill,37.8388248,-122.2801205,Entire home/apt,90,2,2,2025-06-08,0.47,1,197,2,
668504832075950560,"Quality 2-bedroom home w/parking, close to BART",1476301,Viktoriya,,Prescott,37.809476,-122.3000993,Private room,,2,4,2024-06-20,0.10,1,0,0,
668858660455649221,Tahoe-style craftsman home with 2 fireplaces!,2764647,Malcolm,,Upper Rockridge,37.8513,-122.23624,Entire home/apt,849,3,67,2025-05-31,1.88,2,50,11,
670460059405882535,The Cozy Casita 2,79262949,Renzo,,Longfellow,37.82980541787232,-122.27138789697479,Entire home/apt,115,2,169,2025-09-20,5.22,2,114,55,
670522175060766603,Spacious newly remodeled 2bd2ba w/ AC!,107819464,Christina,,Santa Fe,37.83771,-122.27113,Entire home/apt,170,4,17,2023-05-18,0.45,1,68,0,
673758829152094418,Bright 2 bed/1 bath in East Oakland,410396104,Marc,,Bancroft Business-Havenscourt,37.77157,-122.19223,Entire home/apt,,4,2,2022-10-24,0.05,1,0,0,
674847259248902154,West Oakland Charm: 5br/4ba +AC +W/D,304721494,HostWell,,Prescott,37.81151,-122.29656,Entire home/apt,,1,16,2025-08-25,0.42,8,349,11,
674847319707194240,West Oakland charmer: 2br/2bath - AC & W/D,304721494,HostWell,,Prescott,37.8113,-122.29499,Entire home/apt,163,1,22,2025-09-05,0.60,8,349,5,
674847380249410693,Cozy West oakland cottage with Air Conditioning,304721494,HostWell,,Prescott,37.81271,-122.2964,Entire home/apt,99,1,5,2023-02-22,0.15,8,352,0,
675389630565428717,Oakland/Berkeley/SF! 3 rooms. Walk everywhere!,51970558,Yonathan,,Temescal,37.836730999999986,-122.26203254232789,Entire home/apt,240,2,43,2025-04-11,1.26,1,228,2,
676009859771197097,Oakland Hills Apartment,406406456,Iris,,Lincoln Highlands,37.80162,-122.20462,Entire home/apt,129,14,0,,,1,269,0,
676644504915014659,Spacious Home in Oakland,454594080,Khen,,Northgate,37.81604,-122.26873,Entire home/apt,333,2,65,2025-08-31,1.95,2,69,16,
676667331232631318,Cute House - but I Quit!,4005712,Kristen,,Upper Rockridge,37.83608,-122.22226,Entire home/apt,233,4,2,2023-07-22,0.07,2,177,0,
676803982851063817,Modern 3-bedroom home with Sunset and City Views,227029916,Corinna,,Millsmont,37.77457,-122.17258,Entire home/apt,,3,41,2025-04-06,1.10,1,0,5,
677051344387656806,Sunlit 2-3 Bedroom Private House,607871,Anna,,Lynn-Highland Park,37.794933,-122.2385524,Entire home/apt,112,14,10,2024-11-14,0.28,3,328,1,
677499573857724295,"Best area, fast wi-fi, free laundry, easy parking",6722695,Elliot,,Lakeshore,37.81578,-122.23648,Entire home/apt,,14,2,2023-04-28,0.06,28,98,0,
677512886818831209,Your Home in the Bay Area.Private yard.Fireplace.,7592606,Francisco Javier,,Sausal Creek,37.7903772,-122.2210925,Entire home/apt,106,3,90,2025-09-01,2.44,5,171,28,
678855542585072726,Piedmont Ave Gem,26693390,Bonnie,,Piedmont Avenue,37.825481079779145,-122.25062442964855,Entire home/apt,131,3,40,2025-09-19,1.40,2,17,19,
678926266565208138,Mid-Century Apartment with Large Backyard,7407691,Brandon,,Bella Vista,37.80006,-122.23692,Entire home/apt,138,5,22,2025-08-01,0.59,1,300,9,
679108972241372683,Newly Renovated Room A in Central Oakland,299316915,De,,Bella Vista,37.79938,-122.24022,Private room,59,3,21,2025-09-14,0.55,4,89,5,
679181750173460782,Modern Bed & Bath in Penthouse by Lake Merritt,215412683,Sunny,,Merritt,37.79667974189867,-122.25453072326452,Private room,51,15,12,2025-06-14,0.31,2,68,1,
679664840958231693,Newly Renovated Room B in Central Oakland,299316915,De,,Bella Vista,37.79931,-122.24036,Private room,59,3,16,2025-09-22,0.53,4,89,4,
679666844772776490,Newly Renovated Room C in Central Oakland,299316915,De,,Clinton,37.79749,-122.24003,Private room,59,3,10,2025-08-05,0.26,4,89,5,
679668357500780856,"Adorable master bedroom, priv bath, walk-in closet",299316915,De,,Clinton,37.79723,-122.23978,Private room,69,3,6,2025-08-23,0.16,4,89,1,
679696657547587608,Breathtaking Gallery Art Loft in West Oakland,50532859,Jerry,,McClymonds,37.81752,-122.28572,Entire home/apt,120,3,20,2025-09-02,0.52,1,362,8,
679920969270266670,Modernly Truditional,471757776,Terran,,Clinton,37.7969623,-122.2506549,Entire home/apt,101,3,0,,,1,268,0,
680664801248698490,Modern home with unique charm,3351190,Sarah,,Hoover-Foster,37.81805,-122.27254,Entire home/apt,148,14,0,,,1,362,0,
681916959328103340,Tiny House Getaway,122389318,Pawan,,Eastmont Hills,37.7730270852066,-122.16669226104466,Entire home/apt,112,2,51,2024-09-21,1.36,1,68,0,
682036980423178159,Stunning Airy Industrial 2 Bedroom/Bath Loft,466810,Natasha,,South Kennedy Tract,37.77098,-122.22934,Entire home/apt,169,30,7,2025-07-13,0.19,1,263,2,
682733767766138171,Cozy Room in Downtown Oakland w/ Private Bathroom,434182021,Ayana,,Chinatown,37.8009,-122.27091,Private room,108,2,48,2025-09-07,1.26,10,71,9,
683547440112722602,Stunning Overlooking Downtown Oakland With Balcony,34009681,Charlaine,,Chinatown,37.801334221983915,-122.27239488845706,Entire home/apt,152,31,80,2025-07-07,2.18,4,313,12,
685579253460705008,Cheerful home with free street parking,473168145,Martin,,Chabot Park,37.7372251,-122.1355506,Private room,,1,9,2023-08-13,0.24,1,0,0,
686315036372309169,Lovely 2 bedroom apartment in Oakland!,438332794,Jeremy,,Hoover-Foster,37.81668,-122.27526,Entire home/apt,82,1,162,2025-09-10,4.29,4,304,43,
686915184902816140,"Oasis:Outdoor Patios, Classic Charm &Modern Luxury",142206505,Karen,,Piedmont Pines,37.82677,-122.19257,Entire home/apt,300,4,15,2024-01-02,0.41,1,181,0,
689992310775056530,New Apt with Patio - Easy Access to SF/Berkeley,10173518,Nancy,,Longfellow,37.82944,-122.2701665,Entire home/apt,110,3,30,2025-09-02,0.80,4,15,7,
690026434153139312,Chic 2-bedroom guesthouse with on-premise parking.,26267665,Tayo,,Maxwell Park,37.77487,-122.19664,Entire home/apt,103,2,134,2025-09-07,3.60,3,329,40,
692192229832189067,Lovely studio in Oakland Zoo neighbor,140870848,Khidir,,Foothill Square,37.753,-122.15218,Entire home/apt,73,3,43,2025-09-21,1.15,2,58,26,
693045166166221713,"Bright Bedroom Upstairs, Convenient Location (O2)",14608857,Wendy/Dick,,Hoover-Foster,37.8236406,-122.2705651,Private room,52,14,5,2023-08-30,0.14,1,365,0,
693430157092450102,Cozy Home | 2BR-1BA,89124429,Alice,,Laurel,37.79386,-122.20518,Entire home/apt,117,2,28,2025-08-16,0.75,7,83,5,
693444696293521074,"Spectacular Bay Views, Steps from Redwood Park!",11553869,Diane,,Piedmont Pines,37.82805,-122.18834,Entire home/apt,350,30,4,2024-10-05,0.12,1,206,1,
693854127329033152,the Launching Pad,103440683,Gardner,,Upper Rockridge,37.84236600547739,-122.22791301688036,Entire home/apt,234,1,0,,,1,364,0,
693883428253700079,Convenient Bed & Bath by Lake Merritt,475078126,Sunny,,Lake Merritt,37.8,-122.25724,Private room,55,15,0,,,2,364,0,
694065312736676132,Charming Rockridge Craftsman + Parking,179943250,Jennifer,,Shafter,37.8388095,-122.2537569,Entire home/apt,,30,9,2024-10-31,0.27,1,0,1,
694204982761175452,Beautiful House in the Nature,475165104,Sae,,Panoramic Hill,37.86533,-122.24398,Entire home/apt,189,2,110,2025-09-08,2.95,1,325,38,
695194701899908500,Private Modern Victorian Unit Minutes from SF,53656544,Christine,,South Prescott,37.80533,-122.29863,Entire home/apt,111,7,29,2025-09-15,0.86,2,350,9,
696187358350578539,"Small Compound, 2 Houses- But I Quit!",4005712,Kristen,,Upper Rockridge,37.83613,-122.22362,Entire home/apt,400,4,1,2023-05-15,0.03,2,177,0,
696360527974598844,Cozy studio apartment near Piedmont Ave.,206014558,Daisy,,Piedmont Avenue,37.8327,-122.2528,Entire home/apt,79,30,6,2025-06-08,0.17,4,120,1,
698789600349910623,Convenient 2BD Near Bushrod & Berkeley  w/ Parking,13834542,Sam,,Bushrod,37.84889,-122.26625,Entire home/apt,129,2,69,2025-09-14,1.99,3,241,30,
698809521026441888,Convenient 1BD Near Bushrod & Berkeley w/ Parking,13834542,Sam,,Bushrod,37.84878,-122.26826,Entire home/apt,109,2,62,2025-01-21,1.66,3,363,7,
700025464876550239,"Quiet 1BR w/ private bath in modern 3BR,3BA home.",23932937,Devon,,South Prescott,37.805348848636555,-122.29736018925905,Private room,82,1,73,2025-09-20,1.94,1,158,30,
700080710908159498,Modern Work-From-Home Private Apt in Rockridge,476427474,Erica,,Fairview Park,37.84362,-122.259,Entire home/apt,136,2,74,2025-08-21,2.21,1,329,21,
701037929686085440,Studio + Modern + Kitchen,219769481,Joanne,,Lincoln Highlands,37.80311,-122.2016,Entire home/apt,,365,23,2025-08-25,0.64,3,23,10,
702342003095818639,ArtHaus Northgate - Studio in Downtown Oakland,263143710,Rishi Nath,,Hoover-Foster,37.81655,-122.27109,Entire home/apt,74,30,3,2024-08-25,0.13,11,208,0,
702853635392389753,Winning Location!,476966116,Larry.Lionel,,Fruitvale Station,37.7738722,-122.2233774,Entire home/apt,149,3,0,,,1,365,0,
703205691554309403,Bedroom for rent near Lake Merritt,157917082,Devynn,,Adams Point,37.81218,-122.25212,Private room,110,2,0,,,1,364,0,
704335662670526496,Guests house with private entrance Oakland Zoo,140870848,Khidir,,Toler Heights,37.75492,-122.15279,Entire home/apt,67,3,14,2024-03-02,0.38,2,209,0,
704438428326845752,"Spacious Victorian 5-M -Train, Convention&Downtown",400025600,Stella,,Old City-Produce And Waterfront,37.80579,-122.27946,Entire home/apt,,1,81,2024-12-30,2.17,1,0,8,
704440133352681846,"Charming Lake Merritt 2-bdrm, with Backyard",55736674,Conor,,Cleveland Heights,37.80126,-122.24764,Entire home/apt,106,14,10,2025-07-27,0.27,1,281,5,
704599613823484172,Oasis home with gated parking .,420487573,Nore,,Columbia Gardens,37.73399,-122.19517,Private room,101,2,0,,,2,361,0,
705297529949884170,Modern Simple Oasis,104390959,J,,Longfellow,37.82726,-122.26926,Entire home/apt,87,3,10,2025-01-24,0.27,8,260,1,
705374061394502983,Sunny Upstairs Studio,104390959,J,,Longfellow,37.82577,-122.27121,Entire home/apt,74,3,14,2025-02-15,0.38,8,203,4,
705381974682188277,Modern 2BR Victorian | Quiet Street • 30% off Sep!,33456760,Yasmin,,Prescott,37.813,-122.29628,Entire home/apt,133,2,98,2025-09-07,2.63,2,160,43,
705393427241556701,Cozy Sunny Studio Central Location,104390959,J,,Longfellow,37.82575,-122.27138,Entire home/apt,75,3,24,2025-08-30,0.65,8,257,7,
705412590951678968,Sunny Upper Floor Studio,104390959,J,,Longfellow,37.82742,-122.26928,Entire home/apt,82,2,22,2025-07-18,0.60,8,223,3,
707280821284347596,Sun-Filled Plant-Filled Bedroom near Lake Merritt,4335997,Shira,,East Peralta,37.79453,-122.25744,Private room,56,18,2,2022-12-07,0.06,2,146,0,
707488000022046800,Modern clean house,420487573,Nore,,Brookfield Village,37.73578,-122.19326,Private room,95,2,0,,,2,364,0,
709125635817884608,"Blueground | Oakland, coworking & gym, near bart",107434423,,,Lakewide,37.8062574,-122.2660091,Entire home/apt,163,31,0,,,21,258,0,
711004036973335782,3 Bed / 2 Bath Terrific Temescal Apartment (5223),156365053,Sierra,,Longfellow,37.83655,-122.2686,Entire home/apt,,25,32,2025-01-11,0.87,3,5,7,
711589696523304956,Modern Apt | Near conveniences | Off St Parking,478713477,Riza And Miguel,,Mosswood,37.823490919659385,-122.26331032875386,Entire home/apt,149,2,50,2025-09-21,1.36,5,248,6,
712233807256648856,Huge Temescal 1-Bedroom (10),332219736,Marlene,,Mosswood,37.82574,-122.26231,Entire home/apt,72,30,14,2025-01-24,0.49,4,160,3,
713021840377424884,Entire Modern Victorian Gem,5179785,Somer,,Prescott,37.8113881676851,-122.29326817490555,Entire home/apt,,2,8,2024-07-27,0.47,1,0,0,
714422883646726427,Private Room + Parking,394109533,Alex,,Fremont,37.77136,-122.20811,Private room,55,5,6,2024-10-22,0.16,1,266,1,
716834527576535716,Adorable and spacious 2 bedroom guest house.,113238175,Kananu,,Millsmont,37.7773,-122.16881,Entire home/apt,159,2,25,2025-08-03,0.68,1,365,5,
718155294083860780,Storybook House in Oakland,30770979,Pierre-Philippe,,Eastmont Hills,37.77026,-122.16891,Entire home/apt,244,7,1,2022-11-25,0.03,1,219,0,
721278272338431430,Newly remodeled hilltop home with stunning views,6078143,Michelle,,Piedmont Pines,37.81529,-122.19242,Entire home/apt,723,2,82,2025-08-19,2.30,1,296,27,
721278912076829703,Charming family home with office,4589076,Juliana,,Maxwell Park,37.77805,-122.19184,Entire home/apt,117,2,11,2023-08-26,0.31,1,44,0,
721746942884416491,Most sought after neighborhood | Secure Parking,478713477,Riza And Miguel,,Grand Lake,37.81956,-122.25284,Entire home/apt,151,2,50,2025-09-15,1.41,5,331,7,
722578469258628029,"Cheerful bedroom private bathroom , Berkeley hills",107730533,Ahmed,,Claremont,37.85668,-122.22458,Private room,90,3,2,2025-07-10,0.07,1,365,1,
724867320780351706,Gorgeous Historic Villa. Fast Wi-Fi. Laundry.,6722695,Elliot,,Clinton,37.79596,-122.242,Private room,,28,5,2025-08-01,0.14,28,0,1,
724882372250924759,Victorian Mansion. Spacious! Laundry & Fast Wi-Fi,6722695,Elliot,,Rancho San Antonio,37.79401,-122.24125,Private room,,28,6,2024-08-17,0.17,28,0,0,
726390322325869172,Modern Designer Home w Hot Tub - Villa Pearl,367272912,Jess,,Clawson,37.82371,-122.28649,Entire home/apt,175,1,196,2025-09-18,5.40,9,166,45,
727845256088459969,King Sized Bay Views,56375768,Phillip,,Oakmore,37.81191,-122.20849,Entire home/apt,143,4,42,2025-09-08,1.19,1,154,15,
729204230181962492,Adorable Studio with outdoor patio,2011692,Arlene,,Merriwood,37.83986,-122.21146,Entire home/apt,93,2,12,2025-04-27,0.35,1,254,2,
729632119132377551,The Boulevard on Grand Ave,482067904,Sarah,,Lakeshore,37.81695,-122.24364,Entire home/apt,206,2,78,2025-09-21,2.27,1,339,34,
729954704471302280,Lovely 2 bed-2 bath luxury apt in DT Oakland,24259437,Amit,,Chinatown,37.80051,-122.26947,Entire home/apt,140,275,0,,,1,364,0,
730464906437801653,Large and Bright 1BD/1BA Unit,3333970,Michael,,Oakland Ave-Harrison St,37.81658,-122.25626,Entire home/apt,95,30,1,2024-12-14,0.10,1,189,1,
